CollateralID,ChargeHolderID,ChargeOrderID,ChargeTypeID,ChargeTypeValue
88981630,3,1,1,02337.08
80289984,4,1,1,17524.05
13536854,6,2,1,01989.74
56556644,2,3,2,01116.07
82348314,5,2,2,01884.04
63756232,5,3,1,03442.91
90820978,1,3,1,16691.34
07813814,5,2,2,01482.17
04257779,6,1,1,10919.87
79218307,3,1,1,10981.96
80619990,9,2,2,09495.04
38151670,6,2,2,07908.91
53840895,3,1,2,16142.82
44772311,7,2,2,05689.80
08404790,4,2,1,12209.92
04109138,3,1,2,14463.44
55141979,8,1,2,07200.45
05649206,8,1,2,15389.56
60002776,9,1,2,01600.32
34004889,3,3,1,00761.20
94184316,4,2,1,06034.20
36630517,3,1,2,17637.18
45303835,4,3,1,16524.66
26862306,9,2,1,13438.90
42946571,9,3,1,10492.72
25164534,4,2,2,08597.90
82948171,4,3,1,16872.58
97674163,3,2,1,18447.14
42494569,6,3,2,08521.66
43423499,3,3,2,10041.99
06332508,9,3,2,06507.28
90353971,2,3,1,17544.13
01944673,9,2,1,03505.62
46364897,1,2,1,16742.89
63742988,3,1,1,10730.17
62847821,9,1,2,02165.61
36733763,7,2,2,00658.13
14990146,4,2,1,03534.17
88369149,1,3,2,06366.35
14825381,1,3,2,10348.70
52278746,3,3,1,05922.45
34725978,6,3,1,19407.33
30343061,4,1,2,01180.74
36354230,8,2,2,07917.52
52714523,9,2,1,02085.25
95838013,10,1,1,09085.38
41763355,7,2,1,11928.15
27696262,1,1,2,18698.31
44109550,3,3,1,10221.83
83534527,4,2,2,09449.89
77256558,10,1,1,13096.46
54232421,8,3,2,02921.24
74270078,3,1,2,10973.68
41276893,4,3,2,14460.07
73084480,2,1,2,16986.98
33496497,7,3,1,19770.55
11546912,3,1,1,07546.04
00477691,4,1,2,06601.06
93540926,3,2,2,06898.15
27984142,1,3,2,13304.74
01228242,2,2,1,18492.76
51089068,2,2,2,13135.41
47487561,6,1,2,10403.83
11940842,9,1,1,13561.35
75144855,8,2,2,12851.88
22391457,2,1,1,17707.35
28822258,4,2,2,00391.17
19786866,7,3,2,15053.38
95465470,6,1,2,09992.98
42170920,2,2,1,03420.50
24016264,5,3,2,03843.85
98009439,2,1,1,18687.99
81292706,9,1,2,14834.15
94135670,9,1,2,15333.25
33725549,7,2,1,04211.55
28223657,9,3,2,01028.52
54625014,8,3,1,14476.57
60437706,1,2,1,09221.96
05276936,1,3,1,19523.82
65224957,9,2,1,18694.10
97742310,2,1,1,15733.47
45242918,10,3,1,12596.87
24336882,8,2,1,06782.13
01355028,4,2,1,16570.89
19807647,2,1,2,18856.88
50252807,8,3,1,01585.70
59779547,4,1,2,17862.14
38983765,6,2,2,13623.77
83601834,5,2,1,09770.77
26902654,8,2,1,19027.96
88758832,3,3,1,14719.44
60527342,8,1,1,16831.93
63573938,3,3,2,00993.73
68048708,6,1,1,05871.07
27920922,10,2,1,04125.87
88886538,4,3,2,17929.91
42309058,4,3,2,11063.73
84686346,4,2,1,16952.33
13288902,5,2,2,01698.15
93924484,6,3,1,14564.81
17372136,8,2,1,16871.14
59944412,4,3,2,08235.75
67377629,7,1,1,10749.20
37732703,2,2,1,19636.08
71599466,6,2,1,18489.28
50072825,1,3,2,02358.02
64137611,2,2,2,14369.54
55661470,10,3,1,07875.81
58011095,6,3,1,06802.18
57693902,8,1,2,17297.09
97847857,10,1,1,18773.82
92178083,9,2,1,04982.85
41222763,6,2,2,09784.12
23521615,3,1,2,08094.67
89788510,2,1,1,15387.84
81314061,6,2,1,05883.57
71915576,3,3,1,11673.81
45629523,10,3,2,14891.22
52976126,3,3,2,07221.92
68797059,1,2,1,18529.66
74829095,7,3,2,03469.03
04438709,7,1,2,13400.42
85316120,3,1,1,01987.10
94648943,8,1,2,03012.92
88287283,5,1,1,07500.39
17868570,3,3,1,18092.69
35053489,8,3,1,05383.11
06450260,8,3,2,12522.89
91020344,6,2,2,04154.31
64132389,1,3,1,02334.95
04058500,6,3,2,14685.95
49827643,1,2,2,01178.55
77900045,5,1,1,00196.93
42507068,9,1,1,04174.85
55088461,9,3,2,11543.24
00720474,2,2,2,09557.83
04997217,6,3,1,15604.98
12983560,5,2,1,06957.50
81117203,3,1,2,18098.79
39102872,9,1,2,08167.88
19506983,4,1,1,15283.61
66803296,9,1,1,06900.63
19140271,4,1,1,13119.48
34794595,6,2,1,14907.33
86863085,4,3,2,09392.05
67478838,1,3,1,16268.75
51542068,3,1,2,03634.74
78627623,4,3,1,03634.96
76467866,2,1,1,19214.95
18065733,5,1,2,09837.90
88063149,8,3,2,02279.51
43673980,5,1,2,05344.74
86808829,2,2,1,10477.49
80345966,5,1,1,18382.49
95504446,9,3,2,01366.79
20485320,3,2,1,01740.00
66454802,10,2,2,10007.37
64814470,9,2,1,10169.60
95190474,3,2,2,17873.44
83006393,3,1,2,06313.46
81204942,4,3,2,05024.83
86853872,4,2,2,16391.57
41816832,7,1,2,07842.92
62290866,3,2,1,03967.15
90633899,4,3,2,06718.83
29161180,4,3,2,17464.02
71503442,3,1,1,08005.40
88430780,3,3,2,07725.11
01758491,6,3,1,01042.91
92030175,2,2,1,00029.61
56187373,4,3,2,14948.93
08057015,9,2,1,08762.93
13890472,7,1,2,12360.29
09441834,9,3,1,19119.11
17279800,2,3,2,12364.14
87601888,2,3,2,18107.05
99029200,8,1,1,00475.47
57344326,7,3,1,17214.55
62154292,7,2,2,12926.14
00729042,5,2,1,05192.67
74636983,3,2,1,06433.90
49867077,2,2,2,12441.41
20562582,4,3,2,03646.06
61225216,3,2,2,17788.91
73326887,3,1,1,05452.71
44402496,9,1,2,01097.64
92962812,1,1,1,10436.87
25997384,6,2,1,05587.99
90366710,4,2,2,14667.47
93272064,10,2,2,13813.45
45363215,9,3,1,03362.40
17785841,2,3,2,14555.85
72483581,5,2,2,09393.33
94960059,5,3,1,15399.37
72240142,1,3,1,12486.86
58599006,10,1,2,04504.18
90741944,4,3,1,07846.32
18349751,6,1,2,13400.52
97772815,1,2,2,12118.20
91836492,1,2,2,01728.09
99258496,1,2,1,05898.19
36782254,3,2,2,06050.42
67827485,6,2,2,13863.87
04654030,4,2,1,17489.12
47423674,8,2,1,03316.55
55648182,5,3,1,11276.42
89734245,10,3,1,13023.51
42417500,1,3,2,03418.86
43548242,5,1,2,15389.13
55011347,1,3,1,00786.13
01518112,5,2,1,12247.90
02908027,2,2,2,15695.74
36324133,10,2,1,16980.49
55229646,2,2,2,12744.54
54499417,10,3,2,10797.75
98050322,8,2,1,04547.35
44767924,7,1,1,15228.28
48131035,9,3,1,10792.07
21006584,10,2,2,00330.10
91356389,2,3,2,02707.01
51039609,7,1,2,00181.09
46657960,10,1,2,05885.94
23224256,10,2,2,03194.71
92159755,5,1,1,11842.42
09585515,10,1,2,19523.20
74655300,5,3,1,09081.90
15066232,2,1,1,12652.48
89978227,10,1,1,12532.32
10394267,6,3,1,05307.25
65328293,4,1,1,19154.24
21897350,9,1,1,17607.27
31507755,9,2,2,06409.71
68235392,8,3,2,11433.58
56835059,6,1,2,18757.84
22473569,8,3,2,12342.28
10750818,3,2,1,16500.95
40911125,7,3,1,00684.59
06028198,2,1,2,00711.05
47087682,2,2,2,10589.83
64019014,2,1,1,05896.41
52924196,4,2,1,18127.35
13774498,10,3,1,17592.12
96164828,4,2,1,15514.18
73221821,5,2,1,10007.57
49453062,6,1,2,14239.03
08660588,1,1,1,06387.52
16122038,3,2,2,00368.47
17156879,2,3,1,05512.25
98901316,8,3,2,02284.77
18241564,6,2,2,19558.05
38238832,4,3,1,15479.99
70637742,10,2,1,12181.85
73403375,4,2,2,08246.17
31271117,2,3,1,18310.17
29131179,7,3,2,03473.04
21841868,8,2,2,07179.21
29182498,6,1,2,18526.63
57725962,9,3,2,07892.63
65356020,9,2,1,12671.76
63624076,5,2,1,13553.45
67606859,7,3,2,14892.79
94530681,10,2,2,06777.89
23960337,4,3,1,01153.59
58933421,7,1,2,16421.95
15099180,1,2,1,00301.72
42570163,9,2,2,15369.63
18853997,2,3,1,12444.64
81135819,1,3,2,11677.61
88040698,8,1,1,00131.85
17848893,6,1,1,11445.64
62328743,7,1,2,14640.61
39103885,10,3,2,03774.90
29707313,3,1,2,08276.68
72585859,9,1,2,19192.44
55442718,8,3,1,11769.61
27650872,5,2,2,14506.04
45427708,5,1,1,15815.44
51670896,8,3,2,10339.43
34301437,10,2,1,15355.89
01906789,5,2,1,10807.97
17828951,5,2,1,15361.88
16092901,7,3,1,04221.97
37214562,1,2,1,17725.34
86546922,8,2,2,00083.22
51152572,1,3,2,19589.04
24435437,6,3,1,01720.04
10628152,8,3,2,02708.62
89203178,3,1,1,00773.54
74348434,7,1,2,06741.83
77892549,9,3,1,14950.68
14390908,7,3,2,11276.89
55323692,8,1,1,10529.49
67103340,1,3,1,15816.70
69314949,2,1,2,05554.79
89449710,6,1,1,03689.99
25955435,6,1,2,03850.11
43352723,10,2,2,02221.41
06224366,10,1,1,07977.55
47029045,3,1,1,04843.09
23444616,7,1,1,11736.25
20542542,6,1,2,13252.03
00474209,1,3,2,13978.50
70317724,3,2,1,10866.53
53395711,8,2,2,12926.80
15645791,9,2,1,05501.17
98851922,10,3,2,03311.64
06446884,6,2,1,11533.05
86950059,6,3,1,19321.26
89976891,3,2,1,14888.39
90238466,1,2,1,02904.23
48658819,1,1,1,08957.17
20276213,8,3,1,16977.54
46606757,7,3,1,15674.32
98785670,5,1,2,00836.33
88442426,6,1,2,00298.96
30706943,10,3,2,15854.74
34002662,3,3,2,16073.66
49825689,1,2,1,01915.98
56763760,4,3,2,18016.93
06796848,6,1,1,01521.94
83643202,2,3,2,02984.81
73539470,8,2,2,09592.76
37106058,9,1,1,05392.03
14102253,1,3,1,12301.95
44735682,1,3,1,12567.50
54392537,4,1,2,19912.81
56174935,8,1,1,02772.49
85665906,3,1,2,07704.74
10512009,9,3,2,07807.59
28711033,4,2,2,10742.91
88023357,10,1,2,08936.38
98125836,7,3,2,17377.10
67955585,7,1,1,06313.35
95277127,7,1,1,02857.11
78254911,10,2,1,16282.55
10242225,8,2,2,09585.26
62406766,2,2,2,09121.79
30520109,8,2,2,07240.02
11412215,10,3,2,13864.07
98719033,8,3,2,16398.64
66448244,5,3,1,05849.96
81052906,1,2,1,00511.17
47739056,4,1,1,11654.15
20673568,10,3,1,04944.16
12427464,4,3,2,02399.61
71622039,5,3,2,17466.92
55408434,5,2,1,10077.05
99827760,4,1,2,18484.45
50579959,4,1,1,05488.04
78642989,6,3,2,18310.13
96252581,8,3,2,05576.18
96528797,3,3,1,15553.27
93803125,5,2,2,10247.75
77648251,10,1,1,14197.01
86728369,8,3,1,01239.01
42643678,8,1,2,06831.82
62604115,5,3,1,15732.49
06433693,3,3,2,19567.61
90435084,3,2,1,16074.73
72038830,1,1,1,13013.47
29575638,8,1,1,19995.91
83280872,6,1,1,08302.26
91253081,4,2,2,01673.05
94744691,10,2,1,06571.18
69027815,9,3,2,08186.07
44613993,10,1,1,01858.58
66305138,3,3,2,00268.44
49844150,9,3,1,16519.28
31284020,9,1,2,13889.83
56095895,8,1,2,18832.08
19050711,8,3,2,05683.09
50626230,6,3,2,15559.85
24017368,5,1,1,01166.47
18571978,9,1,1,07877.32
67684749,8,3,2,10153.45
51363690,3,3,2,08211.69
63147846,4,1,2,00552.77
59552759,10,3,2,13704.65
15898380,3,3,1,18178.89
05068302,3,3,2,01065.35
76369990,7,3,2,11500.12
44206371,8,2,2,06807.39
80697004,6,3,1,10321.60
13576445,4,1,2,02654.56
80006161,8,2,1,17627.45
77738328,7,3,1,00364.43
53750579,8,2,1,03196.08
79477172,1,3,1,10644.04
44954503,9,3,2,07376.34
31697606,9,2,1,03462.98
62608427,3,2,1,08822.35
50784128,4,3,1,17168.02
29473232,9,2,2,01563.79
01385927,8,2,2,02791.36
68377827,2,2,1,06107.14
48056054,3,3,1,06913.21
82516546,5,2,1,13609.32
33435411,1,3,2,09213.66
02440697,5,2,1,04656.61
49910222,5,2,2,17607.83
35349640,1,2,1,19764.66
72378676,8,3,1,04617.99
68262409,4,1,1,16340.61
87721997,10,1,2,06652.50
86769439,5,2,2,12755.36
41367297,9,3,2,16690.33
93563580,5,3,2,18008.90
52335142,6,2,2,19829.67
30912024,8,2,1,14234.17
17067702,5,2,2,14257.31
20354458,4,2,2,05976.68
28351753,3,1,2,07406.99
15252488,7,1,1,05274.10
97260843,2,3,2,14797.51
82344009,2,1,2,15349.81
90612971,7,3,1,16394.56
71904560,7,2,1,08725.82
57441903,8,2,2,01549.76
96974683,1,1,1,02218.92
59374137,4,1,2,06860.66
65163048,8,2,1,10082.18
04249128,3,1,2,05527.37
60751242,3,3,2,07235.18
51780631,3,3,2,06398.13
96260257,7,2,2,18345.24
07817546,8,1,2,06360.59
61793193,1,1,2,02524.50
77671868,8,1,1,01269.58
74980880,8,2,2,18711.01
82635009,1,2,1,15468.63
08915898,2,3,1,15855.60
52900334,9,3,1,18564.23
28321099,1,1,1,18131.49
38848369,2,1,1,17722.00
51564779,6,3,2,01406.31
15525339,5,2,2,04617.20
23472229,6,2,2,12125.22
12525083,5,2,1,17753.10
53658385,2,2,1,06139.23
56149055,5,1,1,10834.58
88952003,1,3,1,17464.71
97176429,1,3,2,14056.76
15506123,1,2,1,08018.53
54293516,5,3,1,08432.97
63368797,10,3,1,10220.79
66255468,3,2,2,10601.23
04429082,2,3,2,18996.43
84425482,7,3,2,05379.49
09307596,10,3,2,05918.85
39910017,7,3,2,01440.30
65686163,10,2,2,04065.79
49393598,3,2,1,11967.65
83477173,10,2,1,04181.88
47661174,5,2,2,09306.69
80012401,1,1,2,18787.87
42232941,7,3,1,14912.28
67462365,7,3,2,10321.01
69104832,1,3,2,06854.31
90541624,10,1,1,15346.44
75572407,8,3,1,04362.52
12432019,8,2,2,18189.33
67922104,3,2,2,02200.57
12518037,3,2,1,00956.81
54987469,9,3,1,18865.30
10528259,4,3,1,19650.87
84551362,4,2,2,05998.78
30390527,9,1,2,10046.85
76060798,4,3,1,02510.27
69820370,1,1,2,01957.55
81963785,9,2,2,05180.85
17417328,3,1,2,18224.67
03247761,8,1,2,01386.25
99091739,6,3,2,11891.07
33295074,3,3,1,19639.35
50784785,2,2,2,03919.87
60234150,5,1,1,03572.35
29593631,8,1,2,05612.43
13357750,6,2,2,10874.42
54190093,1,2,1,12110.85
49957394,9,2,2,02537.72
38383473,1,2,2,07332.21
45238098,9,2,1,17867.05
71084615,7,1,1,04978.79
50082752,1,2,1,15686.68
99904605,8,1,1,03144.46
32466446,2,1,1,09554.45
38903902,2,1,2,18807.38
00849871,10,3,1,06492.86
31509367,7,2,1,09365.55
85399875,6,3,1,18761.13
96543118,8,1,1,10241.68
48393668,6,2,1,11355.84
97563362,9,2,2,16992.60
52982996,7,3,1,02622.84
99223244,9,2,2,01197.31
37673313,9,1,2,11953.87
43082196,10,3,1,09648.70
06824485,4,3,2,18958.96
27190059,2,1,2,04745.55
24097933,8,3,2,02826.32
91791435,5,2,2,04353.16
98988739,5,2,1,12949.56
41900827,3,3,1,05931.18
09458015,10,2,1,16571.22
94871576,2,1,1,13595.90
33343053,7,3,1,01685.63
69970679,4,3,2,12087.76
05101519,3,3,1,14492.54
48421248,4,1,1,08346.19
82391096,7,2,1,05494.30
91211656,5,1,2,15861.57
73737606,10,3,1,07389.75
36400473,3,1,2,19279.13
01807569,9,1,1,00179.20
94600585,8,1,1,08698.22
18384513,7,3,1,15577.45
76516056,9,1,1,15120.50
21062680,1,3,2,17593.72
18662750,6,3,2,16290.37
09661540,3,3,1,05347.08
80500506,1,3,2,06024.41
61882314,7,1,1,00176.29
01159202,6,3,2,18887.90
96241800,8,1,2,14335.51
19793082,9,1,1,03400.55
24940648,6,1,1,03934.65
35736520,2,1,2,19997.13
06047447,5,1,2,09856.79
94669594,9,2,2,15542.34
00935670,1,2,2,01944.74
16100993,7,1,1,05809.54
20912153,5,2,2,06377.20
74267347,9,1,1,04756.61
60926871,6,2,2,02172.03
85405452,1,3,2,17019.78
52526954,4,2,1,02459.54
42294510,7,1,2,02582.37
89890502,7,1,2,16580.86
66750927,4,3,1,11563.19
53782574,6,3,1,09591.60
60334752,6,3,2,05785.70
59731880,9,1,1,04229.38
23926953,4,1,2,18482.34
50881727,5,2,2,19769.39
41880267,7,3,1,10427.11
67976548,6,2,2,01602.80
67816191,3,3,2,14170.60
04941914,6,2,1,19290.05
58681774,7,3,2,09388.04
14806356,1,2,1,10782.21
77517119,10,2,2,12773.67
77377418,8,2,1,08696.98
77524126,9,1,2,08898.86
79924321,2,3,2,06111.18
98591682,9,3,1,11845.89
34386221,8,1,1,13887.14
53460611,6,1,2,13537.75
53580020,6,3,2,07826.57
43871725,4,1,1,02288.65
22701152,5,2,1,02953.55
60427561,3,3,2,12523.79
21259538,1,3,2,04614.49
37742043,3,1,1,10691.64
55379914,5,3,1,10160.41
72214976,1,2,1,13878.31
75770029,4,3,2,09974.94
34158851,9,1,1,15789.64
11586244,9,1,1,15081.60
15398004,5,2,2,16107.09
29167388,6,3,1,14462.96
77692699,5,1,1,17731.68
96240954,3,2,1,06180.51
63364225,10,1,1,10474.31
24912746,4,3,2,05275.66
25323576,6,2,2,10070.08
39815859,2,1,1,00912.46
18445086,7,3,2,16810.82
88629693,7,3,2,02739.57
86052601,4,2,2,07994.97
67892734,2,2,2,10930.55
92779263,8,2,2,19969.86
67632917,6,2,1,00731.73
25794194,8,3,2,19817.84
92781940,3,1,1,01117.36
49623211,6,3,2,12180.08
59831244,6,3,1,13184.81
37007514,5,3,2,12727.35
23541264,9,1,2,13396.14
34190705,6,3,1,19817.03
06387338,10,3,2,06247.39
01760924,3,2,2,01364.34
39798286,6,3,1,16838.31
93144645,9,3,1,08317.99
45920985,6,3,1,19721.21
67576015,4,1,2,07484.81
65487171,3,1,2,10058.64
75184874,7,1,1,08177.09
78599552,1,2,1,12505.56
90807216,9,2,1,07419.85
59236794,8,1,2,12537.69
87399201,10,2,2,11909.40
21474813,10,3,2,10167.93
43428221,4,3,2,02358.91
28889559,3,1,1,10567.03
45835168,5,3,1,05157.57
45726154,6,3,1,10609.19
25230797,7,3,1,08477.38
69880505,7,3,1,19612.15
88155768,4,2,1,04066.82
04551616,3,2,1,09749.60
53902309,6,3,1,08746.80
39097333,2,3,2,15716.58
71184634,8,2,1,02331.66
52071869,8,2,2,16161.27
23681731,10,1,1,15433.13
67646010,4,1,2,11436.12
02661233,9,2,2,04032.97
31960833,1,3,1,03154.25
06689606,7,3,2,15949.51
09832848,5,2,1,04924.27
94389658,5,3,1,01255.93
11993136,4,2,2,01859.01
47461563,1,1,2,15900.93
94862596,5,2,2,19344.89
54996269,10,1,2,07518.06
65475286,5,3,1,03451.41
80090305,8,1,2,13797.13
63366357,1,3,2,14457.37
57471769,3,2,2,03824.26
23171754,7,2,1,02806.64
16320539,10,3,2,16336.23
48421607,9,1,1,01408.90
10791427,10,1,1,10989.13
67974816,7,3,2,17043.42
64842963,4,3,1,06110.13
90952774,9,1,1,09783.04
87365710,4,1,2,14509.60
52300035,4,2,2,12200.76
35971546,8,1,2,05952.66
44764233,5,3,2,09441.52
79914537,2,3,2,07612.93
28814572,2,1,2,17706.36
46502895,6,1,2,02762.29
40157518,2,2,1,05197.93
99030972,9,1,1,01669.13
83231209,5,2,1,01009.12
01562652,6,2,1,06026.37
49030703,1,3,1,02095.74
58864017,5,2,1,17033.57
90679517,3,3,2,06489.51
97411750,8,2,2,13360.58
54696229,8,2,1,02907.38
20455933,2,3,2,19641.51
40553281,9,3,1,10701.40
95212116,1,2,2,06507.93
92850427,4,2,1,00018.43
00535050,10,3,2,17864.26
89706039,3,2,2,15309.56
91438851,2,2,1,18394.36
54141112,6,3,1,12581.49
37815419,3,2,2,06941.58
34935622,3,1,2,09164.50
68351536,6,3,2,02512.23
47871971,5,2,1,13530.27
45332094,10,1,1,15475.31
28001381,3,3,2,15712.83
13618473,6,3,1,16331.55
75251192,5,2,2,06116.87
70924447,3,2,2,18288.66
40782865,1,2,1,08080.04
71482087,5,1,2,07830.02
78358588,3,3,1,09432.61
86996191,1,2,2,09498.13
22729181,9,3,1,16209.49
07734441,7,1,1,19378.84
48138510,4,1,2,15565.72
77327445,8,3,2,12186.95
75093153,8,1,1,17057.47
59675085,6,2,2,01233.71
60742099,4,2,2,17840.58
61184562,7,1,2,00315.22
58981562,2,1,1,11815.54
74655146,4,1,1,18632.32
84395000,8,3,1,01624.36
07940789,2,1,2,03729.29
31355201,2,2,2,16080.53
33715293,4,1,1,01057.02
87838179,8,2,2,04594.52
71131254,10,2,2,19738.82
63654650,5,3,1,14746.70
66426333,2,1,1,13854.93
22256593,2,1,1,02394.70
12902418,3,2,1,18841.10
87751464,5,1,1,15184.50
42634183,10,1,1,01345.45
53775409,10,3,2,09481.30
37634918,6,3,1,12092.41
26110100,9,1,2,09969.37
06416909,8,2,1,06152.82
89858999,3,1,2,18315.77
94094109,5,3,1,18808.15
35163391,2,1,1,02585.75
11759241,3,1,2,16240.75
37440832,4,1,2,06501.47
74617557,10,2,1,13772.49
60858602,1,2,1,12959.05
55530775,10,3,2,12420.82
30825917,1,1,2,10424.47
86315737,3,1,2,08556.30
24259873,1,2,1,02280.47
17792000,9,1,2,03584.08
14930761,4,3,1,03404.40
52503744,8,3,2,10560.42
10462021,9,1,1,14800.37
84883848,9,3,1,14452.84
06360242,2,3,1,05041.62
09718078,10,3,1,01010.09
00394357,1,2,2,10579.94
84622232,7,3,2,11960.71
69705247,8,3,1,07406.16
66452113,5,2,2,06783.25
61257921,3,3,1,00301.00
61484220,4,3,2,14022.25
05254137,3,2,1,03916.19
24276781,5,3,1,14196.30
56942952,5,3,2,11553.69
24525565,3,3,2,19230.72
96781938,10,2,2,04334.37
90833355,9,1,2,12252.42
46504049,1,2,2,08573.01
45088017,10,1,2,17924.33
94120512,5,3,1,04056.71
70163398,8,1,2,05175.99
64369995,4,3,1,19520.47
42396682,8,3,1,01292.42
52261168,4,3,2,15156.98
11653234,7,1,1,19977.21
06380035,10,2,1,01634.95
82162440,1,2,1,15975.22
39302596,6,1,2,15786.28
08020752,4,2,2,00907.09
45020647,1,2,1,07255.32
41989601,10,3,2,15139.82
19114478,10,3,1,08118.14
62307381,5,3,2,04952.30
50359650,10,2,1,04851.66
53387958,7,2,1,05848.67
95289685,6,1,2,12202.09
27027912,1,1,1,12323.28
07756339,1,1,1,12151.77
62565413,4,3,2,06833.30
30359716,1,1,2,19075.43
98036767,7,2,1,13773.30
97940509,1,2,1,19080.51
32030694,1,3,2,04124.50
55313114,3,3,2,12778.48
88621695,10,3,2,19252.47
09384394,3,1,1,18761.16
30484540,2,2,2,03070.84
12212002,6,3,1,15538.99
89011515,5,1,2,07502.37
26877253,1,3,1,03509.05
52368269,5,2,1,14727.07
74909932,9,1,2,03996.74
31597407,10,3,2,11218.55
79977801,4,1,1,09866.09
68043249,10,1,1,18991.16
48415615,10,3,2,11774.59
46692826,8,1,1,03750.86
16675370,5,1,1,06256.39
03348968,9,1,2,05637.19
63702916,6,2,2,05583.44
62756244,2,2,1,04390.21
16440998,3,3,2,02112.50
26678744,8,2,2,15474.99
06827922,1,3,1,07082.53
99662799,7,2,1,03585.26
52422779,8,3,2,10932.08
74767844,2,1,2,00747.15
35381444,8,3,2,02318.02
08355441,5,3,1,08115.09
56588209,8,3,1,03929.62
86030810,1,2,2,14124.74
11699804,10,1,2,01060.16
07257166,7,2,2,18828.87
75099884,8,1,1,11078.53
87670700,1,2,2,03210.89
55136339,3,2,1,00120.05
49537316,9,1,2,11400.99
30466687,4,3,2,13042.51
79597249,2,3,1,16761.78
81632398,1,3,2,13554.57
51770749,5,3,2,07026.69
80914754,3,3,2,09548.38
09934583,6,1,2,16546.14
24208415,2,1,2,07436.31
79648769,1,1,1,13840.71
84753287,6,1,1,13269.01
44148598,9,3,1,19644.00
29181309,5,3,1,14518.53
34710885,8,2,2,12387.19
12174925,5,2,1,13298.50
16270052,3,3,1,16972.73
32477777,8,2,2,16575.61
61342511,1,2,1,06780.80
01764958,8,3,1,03757.43
66379141,9,3,1,12102.59
48213492,2,1,2,02844.57
84200874,8,3,2,04604.62
98574702,1,1,1,14051.95
87173270,2,1,1,06335.43
49144560,5,1,1,09512.19
04584233,6,3,1,16545.67
40901081,5,1,1,18633.05
10979525,4,1,2,01429.98
71667398,4,1,1,07669.81
54752304,8,2,1,15385.86
33183473,3,1,2,16631.47
25940230,3,1,2,06303.14
08065719,9,3,1,16482.41
83822904,2,2,2,04019.79
48042449,8,2,2,06119.41
95638084,9,1,1,06126.35
44200247,6,1,2,11997.21
80352644,2,1,1,10993.90
78845307,6,1,1,18302.05
87714256,8,1,1,02818.53
25871292,9,1,2,00948.16
37198638,8,2,1,03053.24
99152110,8,2,2,06014.41
30879979,1,1,1,10961.59
41105237,2,1,1,00383.52
85959505,3,1,1,15506.28
32223069,1,2,1,17007.68
87070668,7,3,2,09998.27
96098930,9,1,1,02351.72
29211240,7,3,2,01357.82
38906866,6,1,1,12046.04
18408750,5,1,1,15762.48
45173591,1,1,2,19495.51
08665812,2,3,2,02891.28
44401042,1,3,1,16896.57
80195987,10,2,2,18533.64
52075901,4,2,2,06792.19
89050992,6,3,2,09963.02
79389130,4,1,2,12287.21
70908502,9,3,2,07922.29
84376079,4,1,2,14758.28
52954010,10,2,1,17785.51
93610336,7,3,2,01726.17
74308134,3,2,2,08530.54
32567330,10,2,2,08624.32
03830293,8,3,2,08547.76
31821353,2,2,2,07619.79
07643075,7,2,2,15389.14
74912135,10,3,1,12338.83
73713488,4,1,1,05367.90
18513624,6,3,2,16638.53
70320160,1,2,2,02709.99
75171070,4,3,2,18475.15
10927242,4,2,2,04351.12
66990758,8,1,2,12717.53
30196952,5,1,1,09833.45
76852944,9,1,2,12518.90
52319130,2,2,2,17470.34
53397872,5,2,1,07001.77
00452336,8,2,2,11399.93
00193590,6,1,1,12206.88
84545842,9,2,1,05432.78
69593204,9,1,1,19801.50
10105731,4,3,1,11096.51
91749485,1,2,2,19088.12
95961634,8,1,2,00235.35
44542689,2,1,2,01957.88
79527203,4,1,2,12358.57
30810182,6,1,1,16721.91
63369267,7,3,2,07543.74
88567464,10,3,1,11013.68
50615769,10,2,1,00987.23
08724767,6,2,1,01190.28
85557855,2,2,1,19396.34
34739765,4,1,2,13981.24
01316506,10,3,1,12496.87
19322549,9,1,1,04983.47
02765107,7,3,1,08122.16
38233311,7,1,1,11625.41
47726430,6,1,1,17702.30
97735027,1,2,1,19993.91
87637471,2,3,1,12956.19
76662637,10,1,2,07505.27
59768110,1,2,2,02760.85
81436891,7,3,2,11571.08
62877571,8,3,1,16329.94
63612866,1,3,1,09639.53
86485759,3,3,2,08697.98
37628298,10,2,1,19822.27
68018952,9,1,1,19841.11
71800779,1,1,1,09468.32
59806048,6,1,1,16464.32
73730729,6,2,2,09558.73
06594577,10,2,2,18218.41
10371374,1,1,1,15036.87
98238013,10,3,2,00183.25
76834337,6,1,2,19850.24
44966267,4,1,1,19291.81
84219056,9,2,1,01951.66
46705771,3,1,1,12439.59
87558180,8,1,2,04183.02
91555653,3,2,2,14298.36
31035240,1,1,1,01525.17
82570563,2,2,2,07380.82
25720033,3,3,1,07080.98
50077259,8,2,1,06674.68
96081064,5,3,2,03291.34
62950818,9,1,2,19411.01
25499303,9,2,2,00637.19
00099384,4,3,2,02101.03
67259263,1,2,2,04767.68
91639911,3,1,1,17339.15
11629156,2,1,1,04269.54
52276551,2,1,2,15467.13
32559370,10,2,1,13672.07
20936242,4,3,1,09884.09
04677678,1,1,1,05903.17
66306279,3,2,2,07860.11
90408022,7,3,1,02254.76
04062594,6,2,1,14914.76
05916744,10,3,2,05446.25
37250934,2,3,1,08117.85
93235392,3,3,2,11032.71
